split,name,line,sx,sy,ex,ey,group,row_order_ok,bands,dtype,labeled_frac,nodata_frac,classes
train,f130815t01p00r02rdn_e_sc01_ort_img_Sx_282_Sy_512_Ex_794_Ey_1024.tif,f130815t01p00r02rdn_e_sc01_ort_img,282,512,794,1024,277,1,224,uint16,0.04842,0.02942,8
train,f130815t01p00r03rdn_e_sc01_ort_img_Sx_0_Sy_4096_Ex_512_Ey_4608.tif,f130815t01p00r03rdn_e_sc01_ort_img,0,4096,512,4608,280,1,224,uint16,0.29335,0.05795,6
train,f130815t01p00r03rdn_e_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f130815t01p00r03rdn_e_sc01_ort_img,0,512,512,1024,281,1,224,uint16,0.48607,0.11176,5 6
train,f130815t01p00r03rdn_e_sc01_ort_img_Sx_298_Sy_1024_Ex_810_Ey_1536.tif,f130815t01p00r03rdn_e_sc01_ort_img,298,1024,810,1536,282,1,224,uint16,0.14717,0.0834,6
train,f130815t01p00r04rdn_e_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f130815t01p00r04rdn_e_sc01_ort_img,0,0,512,512,283,0,224,uint16,0.35603,0.29803,5 6
train,f130815t01p00r04rdn_e_sc01_ort_img_Sx_0_Sy_1024_Ex_512_Ey_1536.tif,f130815t01p00r04rdn_e_sc01_ort_img,0,1024,512,1536,284,1,224,uint16,0.27519,0.11053,6
train,f130815t01p00r05rdn_e_sc01_ort_img_Sx_0_Sy_1536_Ex_512_Ey_2048.tif,f130815t01p00r05rdn_e_sc01_ort_img,0,1536,512,2048,285,1,224,uint16,0.15489,0.21283,6
train,f130815t01p00r09rdn_e_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f130815t01p00r09rdn_e_sc01_ort_img,0,512,512,1024,286,1,224,uint16,0.03712,0.07852,8
train,f130815t01p00r09rdn_e_sc01_ort_img_Sx_295_Sy_512_Ex_807_Ey_1024.tif,f130815t01p00r09rdn_e_sc01_ort_img,295,512,807,1024,286,1,224,uint16,0.02641,0.13443,8
train,f130815t01p00r10rdn_e_sc01_ort_img_Sx_0_Sy_4645_Ex_512_Ey_5157.tif,f130815t01p00r10rdn_e_sc01_ort_img,0,4645,512,5157,287,1,224,uint16,0.26923,0.21463,9
train,f130815t01p00r12rdn_e_sc01_ort_img_Sx_0_Sy_4096_Ex_512_Ey_4608.tif,f130815t01p00r12rdn_e_sc01_ort_img,0,4096,512,4608,288,1,224,uint16,0.09302,0.28894,9
train,f130815t01p00r12rdn_e_sc01_ort_img_Sx_399_Sy_4096_Ex_911_Ey_4608.tif,f130815t01p00r12rdn_e_sc01_ort_img,399,4096,911,4608,288,1,224,uint16,0.19848,0.10364,9
test,f080611t01p00r11rdn_beta_sc01_ort_img_Sx_362_Sy_0_Ex_874_Ey_512.tif,f080611t01p00r11rdn_beta_sc01_ort_img,362,0,874,512,,0,224,uint16,,0.04755,
test,f080611t01p00r12rdn_beta_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f080611t01p00r12rdn_beta_sc01_ort_img,0,0,512,512,,1,224,uint16,,0.1702,
test,f080611t01p00r12rdn_beta_sc01_ort_img_Sx_309_Sy_0_Ex_821_Ey_512.tif,f080611t01p00r12rdn_beta_sc01_ort_img,309,0,821,512,,0,224,uint16,,0.04553,
test,f080611t01p00r12rdn_beta_sc01_ort_img_Sx_309_Sy_1024_Ex_821_Ey_1536.tif,f080611t01p00r12rdn_beta_sc01_ort_img,309,1024,821,1536,,1,224,uint16,,0.05054,
test,f080611t01p00r13rdn_beta_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f080611t01p00r13rdn_beta_sc01_ort_img,0,512,512,1024,,1,224,uint16,,0.02066,
test,f080611t01p00r13rdn_beta_sc01_ort_img_Sx_250_Sy_0_Ex_762_Ey_512.tif,f080611t01p00r13rdn_beta_sc01_ort_img,250,0,762,512,,0,224,uint16,,0.0831,
test,f080611t01p00r13rdn_beta_sc01_ort_img_Sx_250_Sy_1024_Ex_762_Ey_1536.tif,f080611t01p00r13rdn_beta_sc01_ort_img,250,1024,762,1536,,1,224,uint16,,0.03122,
test,f080611t01p00r13rdn_beta_sc01_ort_img_Sx_250_Sy_512_Ex_762_Ey_1024.tif,f080611t01p00r13rdn_beta_sc01_ort_img,250,512,762,1024,,1,224,uint16,,0.03506,
test,f080611t01p00r14rdn_beta_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f080611t01p00r14rdn_beta_sc01_ort_img,0,512,512,1024,,1,224,uint16,,0.02542,
test,f080918t01p00r05rdn_c_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f080918t01p00r05rdn_c_sc01_ort_img,0,0,512,512,,0,224,uint16,,0.46454,
test,f080918t01p00r05rdn_c_sc01_ort_img_Sx_0_Sy_3072_Ex_512_Ey_3584.tif,f080918t01p00r05rdn_c_sc01_ort_img,0,3072,512,3584,,1,224,uint16,,0.60806,
test,f080918t01p00r05rdn_c_sc01_ort_img_Sx_512_Sy_3584_Ex_1024_Ey_4096.tif,f080918t01p00r05rdn_c_sc01_ort_img,512,3584,1024,4096,,1,224,uint16,,0.16187,
test,f080922t01p00r04rdn_c_sc01_ort_img_Sx_0_Sy_1024_Ex_512_Ey_1536.tif,f080922t01p00r04rdn_c_sc01_ort_img,0,1024,512,1536,,1,224,uint16,,0.09042,
test,f080927t01p00r02rdn_c_sc01_ort_img_Sx_512_Sy_11747_Ex_1024_Ey_12259.tif,f080927t01p00r02rdn_c_sc01_ort_img,512,11747,1024,12259,,1,224,uint16,,0.14655,
test,f080927t01p00r02rdn_c_sc01_ort_img_Sx_650_Sy_11747_Ex_1162_Ey_12259.tif,f080927t01p00r02rdn_c_sc01_ort_img,650,11747,1162,12259,,1,224,uint16,,0.35602,
test,f090720t01p00r05rdn_b_ort_img_Sx_0_Sy_6656_Ex_512_Ey_7168.tif,f090720t01p00r05rdn_b_ort_img,0,6656,512,7168,,1,224,uint16,,0.2594,
test,f090720t01p00r05rdn_b_ort_img_Sx_0_Sy_7168_Ex_512_Ey_7680.tif,f090720t01p00r05rdn_b_ort_img,0,7168,512,7680,,1,224,uint16,,0.27838,
test,f090720t01p00r05rdn_b_ort_img_Sx_0_Sy_7680_Ex_512_Ey_8192.tif,f090720t01p00r05rdn_b_ort_img,0,7680,512,8192,,1,224,uint16,,0.29657,
test,f090720t01p00r05rdn_b_ort_img_Sx_391_Sy_6656_Ex_903_Ey_7168.tif,f090720t01p00r05rdn_b_ort_img,391,6656,903,7168,,1,224,uint16,,0.09521,
test,f090720t01p00r05rdn_b_ort_img_Sx_391_Sy_8662_Ex_903_Ey_9174.tif,f090720t01p00r05rdn_b_ort_img,391,8662,903,9174,,1,224,uint16,,0.03357,
test,f090720t01p00r06rdn_b_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f090720t01p00r06rdn_b_ort_img,0,0,512,512,,1,224,uint16,,0.04346,
test,f090724t01p00r05rdn_b_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f090724t01p00r05rdn_b_ort_img,0,0,512,512,,1,224,uint16,,0.0546,
test,f090724t01p00r05rdn_b_ort_img_Sx_0_Sy_1024_Ex_512_Ey_1536.tif,f090724t01p00r05rdn_b_ort_img,0,1024,512,1536,,1,224,uint16,,0.07056,
test,f090724t01p00r05rdn_b_ort_img_Sx_0_Sy_2048_Ex_512_Ey_2560.tif,f090724t01p00r05rdn_b_ort_img,0,2048,512,2560,,1,224,uint16,,0.13318,
test,f090724t01p00r05rdn_b_ort_img_Sx_431_Sy_5120_Ex_943_Ey_5632.tif,f090724t01p00r05rdn_b_ort_img,431,5120,943,5632,,1,224,uint16,,0.11966,
test,f100903t01p00r09rdn_b_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f100903t01p00r09rdn_b_sc01_ort_img,0,512,512,1024,,1,224,uint16,,0.08371,
test,f100904t01p00r03rdn_b_sc01_ort_img_Sx_0_Sy_2048_Ex_512_Ey_2560.tif,f100904t01p00r03rdn_b_sc01_ort_img,0,2048,512,2560,,1,224,uint16,,0.14011,
test,f100904t01p00r03rdn_b_sc01_ort_img_Sx_0_Sy_2560_Ex_512_Ey_3072.tif,f100904t01p00r03rdn_b_sc01_ort_img,0,2560,512,3072,,1,224,uint16,,0.10455,
test,f100904t01p00r06rdn_b_sc01_ort_img_Sx_0_Sy_1024_Ex_512_Ey_1536.tif,f100904t01p00r06rdn_b_sc01_ort_img,0,1024,512,1536,,1,224,uint16,,0.23285,
test,f100904t01p00r06rdn_b_sc01_ort_img_Sx_401_Sy_512_Ex_913_Ey_1024.tif,f100904t01p00r06rdn_b_sc01_ort_img,401,512,913,1024,,1,224,uint16,,0.07449,
test,f100904t01p00r08rdn_b_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f100904t01p00r08rdn_b_sc01_ort_img,0,512,512,1024,,1,224,uint16,,0.16977,
test,f100904t01p00r08rdn_b_sc01_ort_img_Sx_443_Sy_1024_Ex_955_Ey_1536.tif,f100904t01p00r08rdn_b_sc01_ort_img,443,1024,955,1536,,1,224,uint16,,0.19019,
test,f100904t01p00r09rdn_b_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f100904t01p00r09rdn_b_sc01_ort_img,0,0,512,512,,0,224,uint16,,0.14886,
test,f100908t01p00r01rdn_b_sc01_ort_img_Sx_462_Sy_512_Ex_974_Ey_1024.tif,f100908t01p00r01rdn_b_sc01_ort_img,462,512,974,1024,,1,224,uint16,,0.31342,
test,f100910t01p00r03rdn_b_sc01_ort_img_Sx_0_Sy_1024_Ex_512_Ey_1536.tif,f100910t01p00r03rdn_b_sc01_ort_img,0,1024,512,1536,,1,224,uint16,,0.26828,
test,f100910t01p00r03rdn_b_sc01_ort_img_Sx_458_Sy_0_Ex_970_Ey_512.tif,f100910t01p00r03rdn_b_sc01_ort_img,458,0,970,512,,1,224,uint16,,0.11368,
test,f100910t01p00r06rdn_b_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f100910t01p00r06rdn_b_sc01_ort_img,0,512,512,1024,,1,224,uint16,,0.28107,
test,f100914t01p00r11rdn_b_sc01_ort_img_Sx_512_Sy_0_Ex_1024_Ey_512.tif,f100914t01p00r11rdn_b_sc01_ort_img,512,0,1024,512,,1,224,uint16,,0.06927,
test,f100914t01p00r11rdn_b_sc01_ort_img_Sx_605_Sy_0_Ex_1117_Ey_512.tif,f100914t01p00r11rdn_b_sc01_ort_img,605,0,1117,512,,1,224,uint16,,0.2327,
test,f100914t01p00r12rdn_b_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f100914t01p00r12rdn_b_sc01_ort_img,0,0,512,512,,1,224,uint16,,0.47333,
test,f100924t01p00r05rdn_b_sc01_ort_img_Sx_621_Sy_2048_Ex_1133_Ey_2560.tif,f100924t01p00r05rdn_b_sc01_ort_img,621,2048,1133,2560,,1,224,uint16,,0.16431,
test,f101004t01p00r06rdn_b_sc01_ort_img_Sx_512_Sy_0_Ex_1024_Ey_512.tif,f101004t01p00r06rdn_b_sc01_ort_img,512,0,1024,512,,0,224,uint16,,0.12085,
test,f101004t01p00r06rdn_b_sc01_ort_img_Sx_539_Sy_0_Ex_1051_Ey_512.tif,f101004t01p00r06rdn_b_sc01_ort_img,539,0,1051,512,,1,224,uint16,,0.15994,
test,f101004t01p00r07rdn_b_sc01_ort_img_Sx_0_Sy_0_Ex_512_Ey_512.tif,f101004t01p00r07rdn_b_sc01_ort_img,0,0,512,512,,0,224,uint16,,0.55429,
test,f101004t01p00r07rdn_b_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f101004t01p00r07rdn_b_sc01_ort_img,0,512,512,1024,,1,224,uint16,,0.46707,
test,f101004t01p00r07rdn_b_sc01_ort_img_Sx_512_Sy_512_Ex_1024_Ey_1024.tif,f101004t01p00r07rdn_b_sc01_ort_img,512,512,1024,1024,,1,224,uint16,,0.10236,
test,f101004t01p00r08rdn_b_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f101004t01p00r08rdn_b_sc01_ort_img,0,512,512,1024,,1,224,uint16,,0.5163,
test,f101004t01p00r08rdn_b_sc01_ort_img_Sx_512_Sy_0_Ex_1024_Ey_512.tif,f101004t01p00r08rdn_b_sc01_ort_img,512,0,1024,512,,0,224,uint16,,0.14307,
test,f101004t01p00r08rdn_b_sc01_ort_img_Sx_512_Sy_512_Ex_1024_Ey_1024.tif,f101004t01p00r08rdn_b_sc01_ort_img,512,512,1024,1024,,1,224,uint16,,0.05206,
test,f101004t01p00r08rdn_b_sc01_ort_img_Sx_555_Sy_0_Ex_1067_Ey_512.tif,f101004t01p00r08rdn_b_sc01_ort_img,555,0,1067,512,,1,224,uint16,,0.20441,
test,f110505t01p00r02rdn_c_sc01_ort_img_Sx_512_Sy_6144_Ex_1024_Ey_6656.tif,f110505t01p00r02rdn_c_sc01_ort_img,512,6144,1024,6656,,1,224,uint16,,0.00824,
test,f110712t01p00r08rdn_c_sc01_ort_img_Sx_0_Sy_3584_Ex_512_Ey_4096.tif,f110712t01p00r08rdn_c_sc01_ort_img,0,3584,512,4096,,1,224,uint16,,0.13928,
test,f110712t01p00r09rdn_c_sc01_ort_img_Sx_0_Sy_2048_Ex_512_Ey_2560.tif,f110712t01p00r09rdn_c_sc01_ort_img,0,2048,512,2560,,1,224,uint16,,0.20578,
test,f110712t01p00r10rdn_c_sc01_ort_img_Sx_0_Sy_1536_Ex_512_Ey_2048.tif,f110712t01p00r10rdn_c_sc01_ort_img,0,1536,512,2048,,1,224,uint16,,0.13351,
test,f110928t01p00r06rdn_c_sc01_ort_img_Sx_0_Sy_4096_Ex_512_Ey_4608.tif,f110928t01p00r06rdn_c_sc01_ort_img,0,4096,512,4608,,1,224,uint16,,0.34821,
test,f110928t01p00r06rdn_c_sc01_ort_img_Sx_512_Sy_1536_Ex_1024_Ey_2048.tif,f110928t01p00r06rdn_c_sc01_ort_img,512,1536,1024,2048,,1,224,uint16,,0.1936,
test,f110928t01p00r06rdn_c_sc01_ort_img_Sx_512_Sy_7168_Ex_1024_Ey_7680.tif,f110928t01p00r06rdn_c_sc01_ort_img,512,7168,1024,7680,,1,224,uint16,,0.27206,
test,f110928t01p00r06rdn_c_sc01_ort_img_Sx_526_Sy_1536_Ex_1038_Ey_2048.tif,f110928t01p00r06rdn_c_sc01_ort_img,526,1536,1038,2048,,1,224,uint16,,0.22095,
test,f110928t01p00r07rdn_c_sc01_ort_img_Sx_512_Sy_1024_Ex_1024_Ey_1536.tif,f110928t01p00r07rdn_c_sc01_ort_img,512,1024,1024,1536,,1,224,uint16,,0.22281,
test,f110928t01p00r08rdn_c_sc01_ort_img_Sx_466_Sy_2560_Ex_978_Ey_3072.tif,f110928t01p00r08rdn_c_sc01_ort_img,466,2560,978,3072,,1,224,uint16,,0.26044,
test,f110928t01p00r08rdn_c_sc01_ort_img_Sx_466_Sy_7168_Ex_978_Ey_7680.tif,f110928t01p00r08rdn_c_sc01_ort_img,466,7168,978,7680,,1,224,uint16,,0.28729,
test,f110929t01p00r11rdn_c_sc01_ort_img_Sx_0_Sy_1536_Ex_512_Ey_2048.tif,f110929t01p00r11rdn_c_sc01_ort_img,0,1536,512,2048,,1,224,uint16,,0.25418,
test,f110929t01p00r11rdn_c_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f110929t01p00r11rdn_c_sc01_ort_img,0,512,512,1024,,1,224,uint16,,0.21613,
test,f110929t01p00r11rdn_c_sc01_ort_img_Sx_0_Sy_7680_Ex_512_Ey_8192.tif,f110929t01p00r11rdn_c_sc01_ort_img,0,7680,512,8192,,1,224,uint16,,0.26019,
test,f110929t01p00r11rdn_c_sc01_ort_img_Sx_0_Sy_7776_Ex_512_Ey_8288.tif,f110929t01p00r11rdn_c_sc01_ort_img,0,7776,512,8288,,1,224,uint16,,0.24988,
test,f110929t01p00r11rdn_c_sc01_ort_img_Sx_437_Sy_512_Ex_949_Ey_1024.tif,f110929t01p00r11rdn_c_sc01_ort_img,437,512,949,1024,,1,224,uint16,,0.1821,
test,f110930t01p00r09rdn_c_sc01_ort_img_Sx_0_Sy_5120_Ex_512_Ey_5632.tif,f110930t01p00r09rdn_c_sc01_ort_img,0,5120,512,5632,,1,224,uint16,,0.06558,
test,f110930t01p00r09rdn_c_sc01_ort_img_Sx_0_Sy_5632_Ex_512_Ey_6144.tif,f110930t01p00r09rdn_c_sc01_ort_img,0,5632,512,6144,,1,224,uint16,,0.06952,
test,f110930t01p00r09rdn_c_sc01_ort_img_Sx_0_Sy_6144_Ex_512_Ey_6656.tif,f110930t01p00r09rdn_c_sc01_ort_img,0,6144,512,6656,,1,224,uint16,,0.05603,
test,f110930t01p00r09rdn_c_sc01_ort_img_Sx_0_Sy_6656_Ex_512_Ey_7168.tif,f110930t01p00r09rdn_c_sc01_ort_img,0,6656,512,7168,,1,224,uint16,,0.05075,
test,f110930t01p00r09rdn_c_sc01_ort_img_Sx_0_Sy_7168_Ex_512_Ey_7680.tif,f110930t01p00r09rdn_c_sc01_ort_img,0,7168,512,7680,,1,224,uint16,,0.0621,
test,f110930t01p00r09rdn_c_sc01_ort_img_Sx_327_Sy_5120_Ex_839_Ey_5632.tif,f110930t01p00r09rdn_c_sc01_ort_img,327,5120,839,5632,,1,224,uint16,,0.13943,
test,f110930t01p00r09rdn_c_sc01_ort_img_Sx_327_Sy_6144_Ex_839_Ey_6656.tif,f110930t01p00r09rdn_c_sc01_ort_img,327,6144,839,6656,,1,224,uint16,,0.15839,
test,f110930t01p00r09rdn_c_sc01_ort_img_Sx_327_Sy_6656_Ex_839_Ey_7168.tif,f110930t01p00r09rdn_c_sc01_ort_img,327,6656,839,7168,,1,224,uint16,,0.17468,
test,f111001t01p00r02rdn_c_sc01_ort_img_Sx_0_Sy_1536_Ex_512_Ey_2048.tif,f111001t01p00r02rdn_c_sc01_ort_img,0,1536,512,2048,,1,224,uint16,,0.1705,
test,f111001t01p00r02rdn_c_sc01_ort_img_Sx_0_Sy_5120_Ex_512_Ey_5632.tif,f111001t01p00r02rdn_c_sc01_ort_img,0,5120,512,5632,,1,224,uint16,,0.1532,
test,f111001t01p00r02rdn_c_sc01_ort_img_Sx_0_Sy_9710_Ex_512_Ey_10222.tif,f111001t01p00r02rdn_c_sc01_ort_img,0,9710,512,10222,,1,224,uint16,,0.43793,
test,f111001t01p00r02rdn_c_sc01_ort_img_Sx_311_Sy_9710_Ex_823_Ey_10222.tif,f111001t01p00r02rdn_c_sc01_ort_img,311,9710,823,10222,,1,224,uint16,,0.23734,
test,f111001t01p00r03rdn_c_sc01_ort_img_Sx_0_Sy_2560_Ex_512_Ey_3072.tif,f111001t01p00r03rdn_c_sc01_ort_img,0,2560,512,3072,,1,224,uint16,,0.40933,
test,f111001t01p00r03rdn_c_sc01_ort_img_Sx_0_Sy_5632_Ex_512_Ey_6144.tif,f111001t01p00r03rdn_c_sc01_ort_img,0,5632,512,6144,,1,224,uint16,,0.37411,
test,f111001t01p00r03rdn_c_sc01_ort_img_Sx_0_Sy_8192_Ex_512_Ey_8704.tif,f111001t01p00r03rdn_c_sc01_ort_img,0,8192,512,8704,,1,224,uint16,,0.23349,
test,f111001t01p00r03rdn_c_sc01_ort_img_Sx_0_Sy_8704_Ex_512_Ey_9216.tif,f111001t01p00r03rdn_c_sc01_ort_img,0,8704,512,9216,,1,224,uint16,,0.23984,
test,f111001t01p00r03rdn_c_sc01_ort_img_Sx_0_Sy_9728_Ex_512_Ey_10240.tif,f111001t01p00r03rdn_c_sc01_ort_img,0,9728,512,10240,,1,224,uint16,,0.20306,
test,f111001t01p00r03rdn_c_sc01_ort_img_Sx_512_Sy_10752_Ex_1024_Ey_11264.tif,f111001t01p00r03rdn_c_sc01_ort_img,512,10752,1024,11264,,1,224,uint16,,0.08987,
test,f111001t01p00r03rdn_c_sc01_ort_img_Sx_512_Sy_1536_Ex_1024_Ey_2048.tif,f111001t01p00r03rdn_c_sc01_ort_img,512,1536,1024,2048,,1,224,uint16,,0.24942,
test,f111001t01p00r03rdn_c_sc01_ort_img_Sx_512_Sy_5120_Ex_1024_Ey_5632.tif,f111001t01p00r03rdn_c_sc01_ort_img,512,5120,1024,5632,,1,224,uint16,,0.25378,
test,f111001t01p00r03rdn_c_sc01_ort_img_Sx_573_Sy_10752_Ex_1085_Ey_11264.tif,f111001t01p00r03rdn_c_sc01_ort_img,573,10752,1085,11264,,1,224,uint16,,0.15521,
test,f111001t01p00r03rdn_c_sc01_ort_img_Sx_573_Sy_1536_Ex_1085_Ey_2048.tif,f111001t01p00r03rdn_c_sc01_ort_img,573,1536,1085,2048,,1,224,uint16,,0.36856,
test,f111001t01p00r03rdn_c_sc01_ort_img_Sx_573_Sy_5120_Ex_1085_Ey_5632.tif,f111001t01p00r03rdn_c_sc01_ort_img,573,5120,1085,5632,,1,224,uint16,,0.37292,
test,f111001t01p00r03rdn_c_sc01_ort_img_Sx_573_Sy_5632_Ex_1085_Ey_6144.tif,f111001t01p00r03rdn_c_sc01_ort_img,573,5632,1085,6144,,1,224,uint16,,0.40289,
test,f111001t01p00r04rdn_c_sc01_ort_img_Sx_0_Sy_5120_Ex_512_Ey_5632.tif,f111001t01p00r04rdn_c_sc01_ort_img,0,5120,512,5632,,1,224,uint16,,0.11569,
test,f111001t01p00r04rdn_c_sc01_ort_img_Sx_0_Sy_6144_Ex_512_Ey_6656.tif,f111001t01p00r04rdn_c_sc01_ort_img,0,6144,512,6656,,1,224,uint16,,0.15112,
test,f111001t01p00r04rdn_c_sc01_ort_img_Sx_0_Sy_6656_Ex_512_Ey_7168.tif,f111001t01p00r04rdn_c_sc01_ort_img,0,6656,512,7168,,1,224,uint16,,0.1319,
test,f111001t01p00r04rdn_c_sc01_ort_img_Sx_0_Sy_7168_Ex_512_Ey_7680.tif,f111001t01p00r04rdn_c_sc01_ort_img,0,7168,512,7680,,1,224,uint16,,0.11249,
test,f111001t01p00r04rdn_c_sc01_ort_img_Sx_347_Sy_5120_Ex_859_Ey_5632.tif,f111001t01p00r04rdn_c_sc01_ort_img,347,5120,859,5632,,1,224,uint16,,0.19104,
test,f111001t01p00r04rdn_c_sc01_ort_img_Sx_347_Sy_6144_Ex_859_Ey_6656.tif,f111001t01p00r04rdn_c_sc01_ort_img,347,6144,859,6656,,1,224,uint16,,0.18289,
test,f111001t01p00r04rdn_c_sc01_ort_img_Sx_347_Sy_6656_Ex_859_Ey_7168.tif,f111001t01p00r04rdn_c_sc01_ort_img,347,6656,859,7168,,1,224,uint16,,0.20636,
test,f111008t01p00r02rdn_c_sc01_ort_img_Sx_398_Sy_512_Ex_910_Ey_1024.tif,f111008t01p00r02rdn_c_sc01_ort_img,398,512,910,1024,,1,224,uint16,,0.07336,
test,f111008t01p00r03rdn_c_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f111008t01p00r03rdn_c_sc01_ort_img,0,512,512,1024,,1,224,uint16,,0.26941,
test,f111014t01p00r16rdn_c_sc01_ort_img_Sx_512_Sy_1024_Ex_1024_Ey_1536.tif,f111014t01p00r16rdn_c_sc01_ort_img,512,1024,1024,1536,,1,224,uint16,,0.09106,
test,f111014t01p00r16rdn_c_sc01_ort_img_Sx_527_Sy_1024_Ex_1039_Ey_1536.tif,f111014t01p00r16rdn_c_sc01_ort_img,527,1024,1039,1536,,1,224,uint16,,0.12024,
test,f111020t01p00r03rdn_c_sc01_ort_img_Sx_0_Sy_2048_Ex_512_Ey_2560.tif,f111020t01p00r03rdn_c_sc01_ort_img,0,2048,512,2560,,1,224,uint16,,0.20309,
test,f111020t01p00r03rdn_c_sc01_ort_img_Sx_0_Sy_2560_Ex_512_Ey_3072.tif,f111020t01p00r03rdn_c_sc01_ort_img,0,2560,512,3072,,1,224,uint16,,0.22409,
test,f111020t01p00r03rdn_c_sc01_ort_img_Sx_512_Sy_10240_Ex_1024_Ey_10752.tif,f111020t01p00r03rdn_c_sc01_ort_img,512,10240,1024,10752,,1,224,uint16,,0.06662,
test,f111020t01p00r03rdn_c_sc01_ort_img_Sx_512_Sy_5120_Ex_1024_Ey_5632.tif,f111020t01p00r03rdn_c_sc01_ort_img,512,5120,1024,5632,,1,224,uint16,,0.28207,
test,f111020t01p00r03rdn_c_sc01_ort_img_Sx_540_Sy_11264_Ex_1052_Ey_11776.tif,f111020t01p00r03rdn_c_sc01_ort_img,540,11264,1052,11776,,1,224,uint16,,0.07202,
test,f111020t01p00r03rdn_c_sc01_ort_img_Sx_540_Sy_12800_Ex_1052_Ey_13312.tif,f111020t01p00r03rdn_c_sc01_ort_img,540,12800,1052,13312,,1,224,uint16,,0.0462,
test,f111020t01p00r07rdn_c_sc01_ort_img_Sx_512_Sy_11776_Ex_1024_Ey_12288.tif,f111020t01p00r07rdn_c_sc01_ort_img,512,11776,1024,12288,,1,224,uint16,,0.0242,
test,f111020t01p00r07rdn_c_sc01_ort_img_Sx_512_Sy_12800_Ex_1024_Ey_13312.tif,f111020t01p00r07rdn_c_sc01_ort_img,512,12800,1024,13312,,1,224,uint16,,0.02289,
test,f111021t01p00r03rdn_c_sc01_ort_img_Sx_509_Sy_7680_Ex_1021_Ey_8192.tif,f111021t01p00r03rdn_c_sc01_ort_img,509,7680,1021,8192,,1,224,uint16,,0.18472,
test,f111021t01p00r04rdn_c_sc01_ort_img_Sx_512_Sy_5120_Ex_1024_Ey_5632.tif,f111021t01p00r04rdn_c_sc01_ort_img,512,5120,1024,5632,,1,224,uint16,,0.1698,
test,f120927t01p00r02rdn_a_sc01_ort_img_Sx_0_Sy_3584_Ex_512_Ey_4096.tif,f120927t01p00r02rdn_a_sc01_ort_img,0,3584,512,4096,,1,224,uint16,,0.25854,
test,f120927t01p00r02rdn_a_sc01_ort_img_Sx_512_Sy_10240_Ex_1024_Ey_10752.tif,f120927t01p00r02rdn_a_sc01_ort_img,512,10240,1024,10752,,1,224,uint16,,0.04086,
test,f120927t01p00r02rdn_a_sc01_ort_img_Sx_512_Sy_10752_Ex_1024_Ey_11264.tif,f120927t01p00r02rdn_a_sc01_ort_img,512,10752,1024,11264,,1,224,uint16,,0.07892,
test,f120927t01p00r02rdn_a_sc01_ort_img_Sx_512_Sy_5120_Ex_1024_Ey_5632.tif,f120927t01p00r02rdn_a_sc01_ort_img,512,5120,1024,5632,,1,224,uint16,,0.26846,
test,f120927t01p00r02rdn_a_sc01_ort_img_Sx_512_Sy_5632_Ex_1024_Ey_6144.tif,f120927t01p00r02rdn_a_sc01_ort_img,512,5632,1024,6144,,1,224,uint16,,0.2323,
test,f120927t01p00r03rdn_a_sc01_ort_img_Sx_0_Sy_512_Ex_512_Ey_1024.tif,f120927t01p00r03rdn_a_sc01_ort_img,0,512,512,1024,,1,224,uint16,,0.10425,
test,f120929t01p00r08rdn_a_sc01_ort_img_Sx_512_Sy_9216_Ex_1024_Ey_9728.tif,f120929t01p00r08rdn_a_sc01_ort_img,512,9216,1024,9728,,1,224,uint16,,0.11896,
test,f120929t01p00r10rdn_a_sc01_ort_img_Sx_0_Sy_1536_Ex_512_Ey_2048.tif,f120929t01p00r10rdn_a_sc01_ort_img,0,1536,512,2048,,1,224,uint16,,0.12622,
test,f120929t01p00r12rdn_a_sc01_ort_img_Sx_0_Sy_3584_Ex_512_Ey_4096.tif,f120929t01p00r12rdn_a_sc01_ort_img,0,3584,512,4096,,1,224,uint16,,0.29111,
test,f120929t01p00r12rdn_a_sc01_ort_img_Sx_512_Sy_8704_Ex_1024_Ey_9216.tif,f120929t01p00r12rdn_a_sc01_ort_img,512,8704,1024,9216,,1,224,uint16,,0.04874,
